city,dataset,date,aqi,pm2_5,pm10,no2,so2,co,o3,anomaly
Chennai,Chennai,2024-09-27,67.0,36.85,72.36,55.61,76.38,0.7,63.65,False
Chennai,Chennai,2024-09-28,72.0,39.6,77.76,59.76,82.08,0.76,68.4,False
Chennai,Chennai,2024-09-29,51.0,28.05,55.08,42.33,58.14,0.54,48.45,False
Chennai,Chennai,2024-09-30,44.0,24.2,47.52,36.52,50.16,0.46,41.8,False
Chennai,Chennai,2024-10-01,81.0,44.55,87.48,67.23,92.34,0.85,76.95,False
Chennai,Chennai,2024-10-02,85.0,46.75,91.8,70.55,96.9,0.89,80.75,False
Chennai,Chennai,2024-10-03,78.0,42.9,84.24,64.74,88.92,0.82,74.1,False
Chennai,Chennai,2024-10-04,75.0,41.25,81.0,62.25,85.5,0.79,71.25,False
Chennai,Chennai,2024-10-05,51.0,28.05,55.08,42.33,58.14,0.54,48.45,False
Chennai,Chennai,2024-10-06,97.0,53.35,104.76,80.51,110.58,1.02,92.15,False
Chennai,Chennai,2024-10-07,68.0,37.4,73.44,56.44,77.52,0.71,64.6,False
Chennai,Chennai,2024-10-08,72.0,39.6,77.76,59.76,82.08,0.76,68.4,False
Chennai,Chennai,2024-10-09,55.0,30.25,59.4,45.65,62.7,0.58,52.25,False
Chennai,Chennai,2024-10-10,37.0,20.35,39.96,30.71,42.18,0.39,35.15,False
Chennai,Chennai,2024-10-11,85.0,46.75,91.8,70.55,96.9,0.89,80.75,False
Chennai,Chennai,2024-10-12,89.0,48.95,96.12,73.87,101.46,0.93,84.55,False
Chennai,Chennai,2024-10-13,30.0,16.5,32.4,24.9,34.2,0.32,28.5,False
Chennai,Chennai,2024-10-14,36.0,19.8,38.88,29.88,41.04,0.38,34.2,False
Chennai,Chennai,2024-10-15,45.0,24.75,48.6,37.35,51.3,0.47,42.75,False
Chennai,Chennai,2024-10-16,50.0,27.5,54.0,41.5,57.0,0.53,47.5,False
Chennai,Chennai,2024-10-17,43.0,23.65,46.44,35.69,49.02,0.45,40.85,False
Chennai,Chennai,2024-10-18,66.0,36.3,71.28,54.78,75.24,0.69,62.7,False
Chennai,Chennai,2024-10-19,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False
Chennai,Chennai,2024-10-20,51.0,28.05,55.08,42.33,58.14,0.54,48.45,False
Chennai,Chennai,2024-10-21,44.0,24.2,47.52,36.52,50.16,0.46,41.8,False
Chennai,Chennai,2024-10-22,55.0,30.25,59.4,45.65,62.7,0.58,52.25,False
Chennai,Chennai,2024-10-23,69.0,37.95,74.52,57.27,78.66,0.72,65.55,False
Chennai,Chennai,2024-10-24,102.0,56.1,110.16,84.66,116.28,1.07,96.9,False
Chennai,Chennai,2024-10-25,102.0,56.1,110.16,84.66,116.28,1.07,96.9,False
Chennai,Chennai,2024-10-26,92.0,50.6,99.36,76.36,104.88,0.97,87.4,False
Chennai,Chennai,2024-10-27,119.0,65.45,128.52,98.77,135.66,1.25,113.05,False
Chennai,Chennai,2024-10-28,131.0,72.05,141.48,108.73,149.34,1.38,124.45,False
Chennai,Chennai,2024-10-29,90.0,49.5,97.2,74.7,102.6,0.95,85.5,False
Chennai,Chennai,2024-10-30,117.0,64.35,126.36,97.11,133.38,1.23,111.15,False
Chennai,Chennai,2024-10-31,213.0,117.15,230.04,176.79,242.82,2.24,202.35,True
Chennai,Chennai,2024-11-01,94.0,51.7,101.52,78.02,107.16,0.99,89.3,False
Chennai,Chennai,2024-11-02,100.0,55.0,108.0,83.0,114.0,1.05,95.0,False
Chennai,Chennai,2024-11-03,77.0,42.35,83.16,63.91,87.78,0.81,73.15,False
Chennai,Chennai,2024-11-04,63.0,34.65,68.04,52.29,71.82,0.66,59.85,False
Chennai,Chennai,2024-11-05,56.0,30.8,60.48,46.48,63.84,0.59,53.2,False
Chennai,Chennai,2024-11-06,74.0,40.7,79.92,61.42,84.36,0.78,70.3,False
Chennai,Chennai,2024-11-07,69.0,37.95,74.52,57.27,78.66,0.72,65.55,False
Chennai,Chennai,2024-11-08,72.0,39.6,77.76,59.76,82.08,0.76,68.4,False
Chennai,Chennai,2024-11-09,62.0,34.1,66.96,51.46,70.68,0.65,58.9,False
Chennai,Chennai,2024-11-10,51.0,28.05,55.08,42.33,58.14,0.54,48.45,False
Chennai,Chennai,2024-11-11,99.0,54.45,106.92,82.17,112.86,1.04,94.05,False
Chennai,Chennai,2024-11-12,76.0,41.8,82.08,63.08,86.64,0.8,72.2,False
Chennai,Chennai,2024-11-13,42.0,23.1,45.36,34.86,47.88,0.44,39.9,False
Chennai,Chennai,2024-11-14,44.0,24.2,47.52,36.52,50.16,0.46,41.8,False
Chennai,Chennai,2024-11-15,45.0,24.75,48.6,37.35,51.3,0.47,42.75,False
Chennai,Chennai,2024-11-16,53.0,29.15,57.24,43.99,60.42,0.56,50.35,False
Chennai,Chennai,2024-11-17,124.0,68.2,133.92,102.92,141.36,1.3,117.8,False
Chennai,Chennai,2024-11-18,124.0,68.2,133.92,102.92,141.36,1.3,117.8,False
Chennai,Chennai,2024-11-19,126.0,69.3,136.08,104.58,143.64,1.32,119.7,False
Chennai,Chennai,2024-11-20,112.0,61.6,120.96,92.96,127.68,1.18,106.4,False
Chennai,Chennai,2024-11-21,114.0,62.7,123.12,94.62,129.96,1.2,108.3,False
Chennai,Chennai,2024-11-22,134.0,73.7,144.72,111.22,152.76,1.41,127.3,False
Chennai,Chennai,2024-11-23,138.0,75.9,149.04,114.54,157.32,1.45,131.1,False
Chennai,Chennai,2024-11-24,88.0,48.4,95.04,73.04,100.32,0.92,83.6,False
Chennai,Chennai,2024-11-25,114.0,62.7,123.12,94.62,129.96,1.2,108.3,False
Chennai,Chennai,2024-11-26,129.0,70.95,139.32,107.07,147.06,1.35,122.55,False
Chennai,Chennai,2024-11-27,133.0,73.15,143.64,110.39,151.62,1.4,126.35,False
Chennai,Chennai,2024-11-28,134.0,73.7,144.72,111.22,152.76,1.41,127.3,False
Chennai,Chennai,2024-11-29,103.0,56.65,111.24,85.49,117.42,1.08,97.85,False
Chennai,Chennai,2024-11-30,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False
Chennai,Chennai,2024-12-01,114.0,62.7,123.12,94.62,129.96,1.2,108.3,False
Chennai,Chennai,2024-12-02,69.0,37.95,74.52,57.27,78.66,0.72,65.55,False
Chennai,Chennai,2024-12-03,77.0,42.35,83.16,63.91,87.78,0.81,73.15,False
Chennai,Chennai,2024-12-04,61.0,33.55,65.88,50.63,69.54,0.64,57.95,False
Chennai,Chennai,2024-12-05,50.0,27.5,54.0,41.5,57.0,0.53,47.5,False
Chennai,Chennai,2024-12-06,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False
Chennai,Chennai,2024-12-07,73.0,40.15,78.84,60.59,83.22,0.77,69.35,False
Chennai,Chennai,2024-12-08,72.0,39.6,77.76,59.76,82.08,0.76,68.4,False
Chennai,Chennai,2024-12-09,58.0,31.9,62.64,48.14,66.12,0.61,55.1,False
Chennai,Chennai,2024-12-10,30.0,16.5,32.4,24.9,34.2,0.32,28.5,False
Chennai,Chennai,2024-12-11,60.0,33.0,64.8,49.8,68.4,0.63,57.0,False
Chennai,Chennai,2024-12-12,46.0,25.3,49.68,38.18,52.44,0.48,43.7,False
Chennai,Chennai,2024-12-13,80.0,44.0,86.4,66.4,91.2,0.84,76.0,False
Chennai,Chennai,2024-12-14,96.0,52.8,103.68,79.68,109.44,1.01,91.2,False
Chennai,Chennai,2024-12-15,81.0,44.55,87.48,67.23,92.34,0.85,76.95,False
Chennai,Chennai,2024-12-16,99.0,54.45,106.92,82.17,112.86,1.04,94.05,False
Chennai,Chennai,2024-12-17,97.0,53.35,104.76,80.51,110.58,1.02,92.15,False
Chennai,Chennai,2024-12-18,120.0,66.0,129.6,99.6,136.8,1.26,114.0,False
Chennai,Chennai,2024-12-19,85.0,46.75,91.8,70.55,96.9,0.89,80.75,False
Chennai,Chennai,2024-12-20,47.0,25.85,50.76,39.01,53.58,0.49,44.65,False
Chennai,Chennai,2024-12-21,50.0,27.5,54.0,41.5,57.0,0.53,47.5,False
Chennai,Chennai,2024-12-22,41.0,22.55,44.28,34.03,46.74,0.43,38.95,False
Chennai,Chennai,2024-12-23,46.0,25.3,49.68,38.18,52.44,0.48,43.7,False
Chennai,Chennai,2024-12-24,39.0,21.45,42.12,32.37,44.46,0.41,37.05,False
Chennai,Chennai,2024-12-25,44.0,24.2,47.52,36.52,50.16,0.46,41.8,False
Chennai,Chennai,2024-12-26,41.0,22.55,44.28,34.03,46.74,0.43,38.95,False
Chennai,Chennai,2024-12-27,36.0,19.8,38.88,29.88,41.04,0.38,34.2,False
Chennai,Chennai,2024-12-28,55.0,30.25,59.4,45.65,62.7,0.58,52.25,False
Chennai,Chennai,2024-12-29,79.0,43.45,85.32,65.57,90.06,0.83,75.05,False
Chennai,Chennai,2024-12-30,96.0,52.8,103.68,79.68,109.44,1.01,91.2,False
Chennai,Chennai,2024-12-31,104.0,57.2,112.32,86.32,118.56,1.09,98.8,False
Mumbai,India,2018-01-01,267.0,146.85,288.36,221.61,304.38,2.8,253.65,True
Mumbai,India,2018-01-03,282.0,155.1,304.56,234.06,321.48,2.96,267.9,True
Mumbai,India,2018-01-04,188.0,103.4,203.04,156.04,214.32,1.97,178.6,False
Mumbai,India,2018-01-08,73.0,40.15,78.84,60.59,83.22,0.77,69.35,False
Mumbai,India,2018-01-09,67.0,36.85,72.36,55.61,76.38,0.7,63.65,False
Mumbai,India,2018-01-10,109.0,59.95,117.72,90.47,124.26,1.14,103.55,False
Mumbai,India,2018-01-11,100.0,55.0,108.0,83.0,114.0,1.05,95.0,False
Mumbai,India,2018-01-12,167.0,91.85,180.36,138.61,190.38,1.75,158.65,False
Mumbai,India,2018-01-13,238.0,130.9,257.04,197.54,271.32,2.5,226.1,True
Mumbai,India,2018-01-14,240.0,132.0,259.2,199.2,273.6,2.52,228.0,True
Mumbai,India,2018-01-15,255.0,140.25,275.4,211.65,290.7,2.68,242.25,True
Mumbai,India,2018-01-16,201.0,110.55,217.08,166.83,229.14,2.11,190.95,True
Mumbai,India,2018-01-17,167.0,91.85,180.36,138.61,190.38,1.75,158.65,False
Mumbai,India,2018-01-18,156.0,85.8,168.48,129.48,177.84,1.64,148.2,False
Mumbai,India,2018-01-19,172.0,94.6,185.76,142.76,196.08,1.81,163.4,False
Mumbai,India,2018-01-20,180.0,99.0,194.4,149.4,205.2,1.89,171.0,False
Mumbai,India,2018-01-21,152.0,83.6,164.16,126.16,173.28,1.6,144.4,False
Mumbai,India,2018-01-22,187.0,102.85,201.96,155.21,213.18,1.96,177.65,False
Mumbai,India,2018-01-23,170.0,93.5,183.6,141.1,193.8,1.79,161.5,False
Mumbai,India,2018-02-01,235.0,129.25,253.8,195.05,267.9,2.47,223.25,True
Mumbai,India,2018-02-03,340.0,187.0,367.2,282.2,387.6,3.57,323.0,True
Mumbai,India,2018-02-04,146.0,80.3,157.68,121.18,166.44,1.53,138.7,False
Mumbai,India,2018-02-09,66.0,36.3,71.28,54.78,75.24,0.69,62.7,False
Mumbai,India,2018-02-10,144.0,79.2,155.52,119.52,164.16,1.51,136.8,False
Mumbai,India,2018-02-12,183.0,100.65,197.64,151.89,208.62,1.92,173.85,False
Mumbai,India,2018-02-13,118.0,64.9,127.44,97.94,134.52,1.24,112.1,False
Mumbai,India,2018-02-14,207.0,113.85,223.56,171.81,235.98,2.17,196.65,True
Mumbai,India,2018-02-15,125.0,68.75,135.0,103.75,142.5,1.31,118.75,False
Mumbai,India,2018-02-16,171.0,94.05,184.68,141.93,194.94,1.8,162.45,False
Mumbai,India,2018-02-17,142.0,78.1,153.36,117.86,161.88,1.49,134.9,False
Mumbai,India,2018-02-18,145.0,79.75,156.6,120.35,165.3,1.52,137.75,False
Mumbai,India,2018-02-19,184.0,101.2,198.72,152.72,209.76,1.93,174.8,False
Mumbai,India,2018-02-20,210.0,115.5,226.8,174.3,239.4,2.21,199.5,True
Mumbai,India,2018-02-21,197.0,108.35,212.76,163.51,224.58,2.07,187.15,True
Mumbai,India,2018-02-22,233.0,128.15,251.64,193.39,265.62,2.45,221.35,True
Mumbai,India,2018-02-23,209.0,114.95,225.72,173.47,238.26,2.19,198.55,True
Mumbai,India,2018-02-24,212.0,116.6,228.96,175.96,241.68,2.23,201.4,True
Mumbai,India,2018-02-25,207.0,113.85,223.56,171.81,235.98,2.17,196.65,True
Mumbai,India,2018-02-26,229.0,125.95,247.32,190.07,261.06,2.4,217.55,True
Mumbai,India,2018-02-27,270.0,148.5,291.6,224.1,307.8,2.84,256.5,True
Mumbai,India,2018-02-28,290.0,159.5,313.2,240.7,330.6,3.05,275.5,True
Mumbai,India,2018-03-01,289.0,158.95,312.12,239.87,329.46,3.03,274.55,True
Mumbai,India,2018-03-03,336.0,184.8,362.88,278.88,383.04,3.53,319.2,True
Mumbai,India,2018-03-04,98.0,53.9,105.84,81.34,111.72,1.03,93.1,False
Mumbai,India,2018-03-08,79.0,43.45,85.32,65.57,90.06,0.83,75.05,False
Mumbai,India,2018-03-09,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False
Mumbai,India,2018-03-10,130.0,71.5,140.4,107.9,148.2,1.37,123.5,False
Mumbai,India,2018-03-11,149.0,81.95,160.92,123.67,169.86,1.56,141.55,False
Mumbai,India,2018-03-12,204.0,112.2,220.32,169.32,232.56,2.14,193.8,True
Mumbai,India,2018-03-13,131.0,72.05,141.48,108.73,149.34,1.38,124.45,False
Mumbai,India,2018-03-14,114.0,62.7,123.12,94.62,129.96,1.2,108.3,False
Mumbai,India,2018-03-15,106.0,58.3,114.48,87.98,120.84,1.11,100.7,False
Mumbai,India,2018-03-16,171.0,94.05,184.68,141.93,194.94,1.8,162.45,False
Mumbai,India,2018-03-17,179.0,98.45,193.32,148.57,204.06,1.88,170.05,False
Mumbai,India,2018-03-18,126.0,69.3,136.08,104.58,143.64,1.32,119.7,False
Mumbai,India,2018-03-19,93.0,51.15,100.44,77.19,106.02,0.98,88.35,False
Mumbai,India,2018-03-20,128.0,70.4,138.24,106.24,145.92,1.34,121.6,False
Mumbai,India,2018-03-21,99.0,54.45,106.92,82.17,112.86,1.04,94.05,False
Mumbai,India,2018-03-22,139.0,76.45,150.12,115.37,158.46,1.46,132.05,False
Mumbai,India,2018-03-23,169.0,92.95,182.52,140.27,192.66,1.77,160.55,False
Mumbai,India,2018-03-24,150.0,82.5,162.0,124.5,171.0,1.58,142.5,False
Mumbai,India,2018-03-25,209.0,114.95,225.72,173.47,238.26,2.19,198.55,True
Mumbai,India,2018-03-26,235.0,129.25,253.8,195.05,267.9,2.47,223.25,True
Mumbai,India,2018-03-27,227.0,124.85,245.16,188.41,258.78,2.38,215.65,True
Mumbai,India,2018-03-28,460.0,253.0,496.8,381.8,524.4,4.83,437.0,True
Mumbai,India,2018-03-29,142.0,78.1,153.36,117.86,161.88,1.49,134.9,False
Mumbai,India,2018-03-30,164.0,90.2,177.12,136.12,186.96,1.72,155.8,False
Mumbai,India,2018-03-31,201.0,110.55,217.08,166.83,229.14,2.11,190.95,True
Mumbai,India,2018-04-01,319.0,175.45,344.52,264.77,363.66,3.35,303.05,True
Mumbai,India,2018-04-03,156.0,85.8,168.48,129.48,177.84,1.64,148.2,False
Mumbai,India,2018-04-04,88.0,48.4,95.04,73.04,100.32,0.92,83.6,False
Mumbai,India,2018-04-08,66.0,36.3,71.28,54.78,75.24,0.69,62.7,False
Mumbai,India,2018-04-09,68.0,37.4,73.44,56.44,77.52,0.71,64.6,False
Mumbai,India,2018-04-10,123.0,67.65,132.84,102.09,140.22,1.29,116.85,False
Mumbai,India,2018-04-11,423.0,232.65,456.84,351.09,482.22,4.44,401.85,True
Mumbai,India,2018-04-12,194.0,106.7,209.52,161.02,221.16,2.04,184.3,False
Mumbai,India,2018-04-13,92.0,50.6,99.36,76.36,104.88,0.97,87.4,False
Mumbai,India,2018-04-14,93.0,51.15,100.44,77.19,106.02,0.98,88.35,False
Mumbai,India,2018-04-15,83.0,45.65,89.64,68.89,94.62,0.87,78.85,False
Mumbai,India,2018-04-16,86.0,47.3,92.88,71.38,98.04,0.9,81.7,False
Mumbai,India,2018-04-17,101.0,55.55,109.08,83.83,115.14,1.06,95.95,False
Mumbai,India,2018-04-18,100.0,55.0,108.0,83.0,114.0,1.05,95.0,False
Mumbai,India,2018-05-01,205.0,112.75,221.4,170.15,233.7,2.15,194.75,True
Mumbai,India,2018-05-03,121.0,66.55,130.68,100.43,137.94,1.27,114.95,False
Mumbai,India,2018-05-04,98.0,53.9,105.84,81.34,111.72,1.03,93.1,False
Mumbai,India,2018-05-08,60.0,33.0,64.8,49.8,68.4,0.63,57.0,False
Mumbai,India,2018-05-09,66.0,36.3,71.28,54.78,75.24,0.69,62.7,False
Mumbai,India,2018-05-10,127.0,69.85,137.16,105.41,144.78,1.33,120.65,False
Mumbai,India,2018-05-11,275.0,151.25,297.0,228.25,313.5,2.89,261.25,True
Mumbai,India,2018-05-12,190.0,104.5,205.2,157.7,216.6,2.0,180.5,False
Mumbai,India,2018-05-16,62.0,34.1,66.96,51.46,70.68,0.65,58.9,False
Mumbai,India,2018-05-17,80.0,44.0,86.4,66.4,91.2,0.84,76.0,False
Mumbai,India,2018-05-18,82.0,45.1,88.56,68.06,93.48,0.86,77.9,False
Mumbai,India,2018-06-01,232.0,127.6,250.56,192.56,264.48,2.44,220.4,True
Mumbai,India,2018-06-03,136.0,74.8,146.88,112.88,155.04,1.43,129.2,False
Mumbai,India,2018-06-04,112.0,61.6,120.96,92.96,127.68,1.18,106.4,False
Mumbai,India,2018-06-08,65.0,35.75,70.2,53.95,74.1,0.68,61.75,False
Mumbai,India,2018-06-09,81.0,44.55,87.48,67.23,92.34,0.85,76.95,False
Mumbai,India,2018-06-10,116.0,63.8,125.28,96.28,132.24,1.22,110.2,False
Mumbai,India,2018-06-11,395.0,217.25,426.6,327.85,450.3,4.15,375.25,True
Mumbai,India,2018-06-12,243.0,133.65,262.44,201.69,277.02,2.55,230.85,True
Mumbai,India,2018-06-18,86.0,47.3,92.88,71.38,98.04,0.9,81.7,False
Mumbai,India,2018-07-01,147.0,80.85,158.76,122.01,167.58,1.54,139.65,False
Mumbai,India,2018-07-02,239.0,131.45,258.12,198.37,272.46,2.51,227.05,True
Mumbai,India,2018-07-03,125.0,68.75,135.0,103.75,142.5,1.31,118.75,False
Mumbai,India,2018-07-04,108.0,59.4,116.64,89.64,123.12,1.13,102.6,False
Mumbai,India,2018-07-08,66.0,36.3,71.28,54.78,75.24,0.69,62.7,False
Mumbai,India,2018-07-09,93.0,51.15,100.44,77.19,106.02,0.98,88.35,False
Mumbai,India,2018-07-10,109.0,59.95,117.72,90.47,124.26,1.14,103.55,False
Mumbai,India,2018-07-11,185.0,101.75,199.8,153.55,210.9,1.94,175.75,False
Mumbai,India,2018-07-12,182.0,100.1,196.56,151.06,207.48,1.91,172.9,False
Mumbai,India,2018-08-01,183.0,100.65,197.64,151.89,208.62,1.92,173.85,False
Mumbai,India,2018-08-02,349.0,191.95,376.92,289.67,397.86,3.66,331.55,True
Mumbai,India,2018-08-03,153.0,84.15,165.24,126.99,174.42,1.61,145.35,False
Mumbai,India,2018-08-04,112.0,61.6,120.96,92.96,127.68,1.18,106.4,False
Mumbai,India,2018-08-08,65.0,35.75,70.2,53.95,74.1,0.68,61.75,False
Mumbai,India,2018-08-09,109.0,59.95,117.72,90.47,124.26,1.14,103.55,False
Mumbai,India,2018-08-10,131.0,72.05,141.48,108.73,149.34,1.38,124.45,False
Mumbai,India,2018-08-11,156.0,85.8,168.48,129.48,177.84,1.64,148.2,False
Mumbai,India,2018-08-12,193.0,106.15,208.44,160.19,220.02,2.03,183.35,False
Mumbai,India,2018-08-14,417.0,229.35,450.36,346.11,475.38,4.38,396.15,True
Mumbai,India,2018-08-15,94.0,51.7,101.52,78.02,107.16,0.99,89.3,False
Mumbai,India,2018-08-16,100.0,55.0,108.0,83.0,114.0,1.05,95.0,False
Mumbai,India,2018-08-17,82.0,45.1,88.56,68.06,93.48,0.86,77.9,False
Mumbai,India,2018-08-18,76.0,41.8,82.08,63.08,86.64,0.8,72.2,False
Mumbai,India,2018-08-19,82.0,45.1,88.56,68.06,93.48,0.86,77.9,False
Mumbai,India,2018-08-20,75.0,41.25,81.0,62.25,85.5,0.79,71.25,False
Mumbai,India,2018-08-21,82.0,45.1,88.56,68.06,93.48,0.86,77.9,False
Mumbai,India,2018-08-22,66.0,36.3,71.28,54.78,75.24,0.69,62.7,False
Mumbai,India,2018-08-23,73.0,40.15,78.84,60.59,83.22,0.77,69.35,False
Mumbai,India,2018-08-25,67.0,36.85,72.36,55.61,76.38,0.7,63.65,False
Mumbai,India,2018-08-26,70.0,38.5,75.6,58.1,79.8,0.74,66.5,False
Mumbai,India,2018-08-27,76.0,41.8,82.08,63.08,86.64,0.8,72.2,False
Mumbai,India,2018-08-28,78.0,42.9,84.24,64.74,88.92,0.82,74.1,False
Mumbai,India,2018-08-29,78.0,42.9,84.24,64.74,88.92,0.82,74.1,False
Mumbai,India,2018-08-30,74.0,40.7,79.92,61.42,84.36,0.78,70.3,False
Mumbai,India,2018-08-31,69.0,37.95,74.52,57.27,78.66,0.72,65.55,False
Mumbai,India,2018-09-01,266.0,146.3,287.28,220.78,303.24,2.79,252.7,True
Mumbai,India,2018-09-02,133.0,73.15,143.64,110.39,151.62,1.4,126.35,False
Mumbai,India,2018-09-03,153.0,84.15,165.24,126.99,174.42,1.61,145.35,False
Mumbai,India,2018-09-08,65.0,35.75,70.2,53.95,74.1,0.68,61.75,False
Mumbai,India,2018-09-09,94.0,51.7,101.52,78.02,107.16,0.99,89.3,False
Mumbai,India,2018-09-10,165.0,90.75,178.2,136.95,188.1,1.73,156.75,False
Mumbai,India,2018-09-12,187.0,102.85,201.96,155.21,213.18,1.96,177.65,False
Mumbai,India,2018-09-13,103.0,56.65,111.24,85.49,117.42,1.08,97.85,False
Mumbai,India,2018-09-14,110.0,60.5,118.8,91.3,125.4,1.16,104.5,False
Mumbai,India,2018-09-15,112.0,61.6,120.96,92.96,127.68,1.18,106.4,False
Mumbai,India,2018-09-16,72.0,39.6,77.76,59.76,82.08,0.76,68.4,False
Mumbai,India,2018-09-17,109.0,59.95,117.72,90.47,124.26,1.14,103.55,False
Mumbai,India,2018-09-18,142.0,78.1,153.36,117.86,161.88,1.49,134.9,False
Mumbai,India,2018-09-19,73.0,40.15,78.84,60.59,83.22,0.77,69.35,False
Mumbai,India,2018-09-20,84.0,46.2,90.72,69.72,95.76,0.88,79.8,False
Mumbai,India,2018-09-21,106.0,58.3,114.48,87.98,120.84,1.11,100.7,False
Mumbai,India,2018-09-23,94.0,51.7,101.52,78.02,107.16,0.99,89.3,False
Mumbai,India,2018-09-24,90.0,49.5,97.2,74.7,102.6,0.95,85.5,False
Mumbai,India,2018-09-25,124.0,68.2,133.92,102.92,141.36,1.3,117.8,False
Mumbai,India,2018-09-26,111.0,61.05,119.88,92.13,126.54,1.17,105.45,False
Mumbai,India,2018-09-27,142.0,78.1,153.36,117.86,161.88,1.49,134.9,False
Mumbai,India,2018-10-01,286.0,157.3,308.88,237.38,326.04,3.0,271.7,True
Mumbai,India,2018-10-02,138.0,75.9,149.04,114.54,157.32,1.45,131.1,False
Mumbai,India,2018-10-03,106.0,58.3,114.48,87.98,120.84,1.11,100.7,False
Mumbai,India,2018-10-04,115.0,63.25,124.2,95.45,131.1,1.21,109.25,False
Mumbai,India,2018-10-08,63.0,34.65,68.04,52.29,71.82,0.66,59.85,False
Mumbai,India,2018-10-09,87.0,47.85,93.96,72.21,99.18,0.91,82.65,False
Mumbai,India,2018-10-11,170.0,93.5,183.6,141.1,193.8,1.79,161.5,False
Mumbai,India,2018-10-12,173.0,95.15,186.84,143.59,197.22,1.82,164.35,False
Mumbai,India,2018-10-13,167.0,91.85,180.36,138.61,190.38,1.75,158.65,False
Mumbai,India,2018-10-14,98.0,53.9,105.84,81.34,111.72,1.03,93.1,False
Mumbai,India,2018-10-23,168.0,92.4,181.44,139.44,191.52,1.76,159.6,False
Mumbai,India,2018-10-26,119.0,65.45,128.52,98.77,135.66,1.25,113.05,False
Mumbai,India,2018-10-27,115.0,63.25,124.2,95.45,131.1,1.21,109.25,False
Mumbai,India,2018-11-01,227.0,124.85,245.16,188.41,258.78,2.38,215.65,True
Mumbai,India,2018-11-02,106.0,58.3,114.48,87.98,120.84,1.11,100.7,False
Mumbai,India,2018-11-03,140.0,77.0,151.2,116.2,159.6,1.47,133.0,False
Mumbai,India,2018-11-04,110.0,60.5,118.8,91.3,125.4,1.16,104.5,False
Mumbai,India,2018-11-05,77.0,42.35,83.16,63.91,87.78,0.81,73.15,False
Mumbai,India,2018-11-08,64.0,35.2,69.12,53.12,72.96,0.67,60.8,False
Mumbai,India,2018-11-09,103.0,56.65,111.24,85.49,117.42,1.08,97.85,False
Mumbai,India,2018-11-11,135.0,74.25,145.8,112.05,153.9,1.42,128.25,False
Mumbai,India,2018-11-12,175.0,96.25,189.0,145.25,199.5,1.84,166.25,False
Mumbai,India,2018-11-13,155.0,85.25,167.4,128.65,176.7,1.63,147.25,False
Mumbai,India,2018-11-14,210.0,115.5,226.8,174.3,239.4,2.21,199.5,True
Mumbai,India,2018-11-21,177.0,97.35,191.16,146.91,201.78,1.86,168.15,False
Mumbai,India,2018-11-23,150.0,82.5,162.0,124.5,171.0,1.58,142.5,False
Mumbai,India,2018-11-25,186.0,102.3,200.88,154.38,212.04,1.95,176.7,False
Mumbai,India,2018-11-26,163.0,89.65,176.04,135.29,185.82,1.71,154.85,False
Mumbai,India,2018-12-01,219.0,120.45,236.52,181.77,249.66,2.3,208.05,True
Mumbai,India,2018-12-02,118.0,64.9,127.44,97.94,134.52,1.24,112.1,False
Mumbai,India,2018-12-03,163.0,89.65,176.04,135.29,185.82,1.71,154.85,False
Mumbai,India,2018-12-04,104.0,57.2,112.32,86.32,118.56,1.09,98.8,False
Mumbai,India,2018-12-08,66.0,36.3,71.28,54.78,75.24,0.69,62.7,False
Mumbai,India,2018-12-09,98.0,53.9,105.84,81.34,111.72,1.03,93.1,False
Mumbai,India,2018-12-10,163.0,89.65,176.04,135.29,185.82,1.71,154.85,False
Mumbai,India,2018-12-11,143.0,78.65,154.44,118.69,163.02,1.5,135.85,False
Mumbai,India,2018-12-12,145.0,79.75,156.6,120.35,165.3,1.52,137.75,False
Mumbai,India,2018-12-13,153.0,84.15,165.24,126.99,174.42,1.61,145.35,False
Mumbai,India,2018-12-14,141.0,77.55,152.28,117.03,160.74,1.48,133.95,False
Mumbai,India,2018-12-15,142.0,78.1,153.36,117.86,161.88,1.49,134.9,False
Mumbai,India,2018-12-16,142.0,78.1,153.36,117.86,161.88,1.49,134.9,False
Mumbai,India,2018-12-17,130.0,71.5,140.4,107.9,148.2,1.37,123.5,False
Mumbai,India,2018-12-18,189.0,103.95,204.12,156.87,215.46,1.98,179.55,False
Mumbai,India,2018-12-19,196.0,107.8,211.68,162.68,223.44,2.06,186.2,True
Mumbai,India,2018-12-20,171.0,94.05,184.68,141.93,194.94,1.8,162.45,False
Mumbai,India,2018-12-21,173.0,95.15,186.84,143.59,197.22,1.82,164.35,False
Mumbai,India,2018-12-22,187.0,102.85,201.96,155.21,213.18,1.96,177.65,False
Mumbai,India,2018-12-23,278.0,152.9,300.24,230.74,316.92,2.92,264.1,True
Mumbai,India,2018-12-24,290.0,159.5,313.2,240.7,330.6,3.05,275.5,True
Mumbai,India,2018-12-25,269.0,147.95,290.52,223.27,306.66,2.82,255.55,True
Mumbai,India,2018-12-26,168.0,92.4,181.44,139.44,191.52,1.76,159.6,False
Mumbai,India,2018-12-27,139.0,76.45,150.12,115.37,158.46,1.46,132.05,False
